#,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,Alone,People I didn't know,How many people did you live with in that period?,Bored,Stressed,Free,Optimistic,Peaceful,Lonely,Disappointed,Frustrated,Threatened,Before covid,During covid,Bored,Stressed,Excited,Hopeful,Peaceful,Lonely,Vulnerable,Disappointed,Anxious,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Proud,Optimistic,Indifferent,Vulnerable,Disappointed,Hostile,Threatened,Anxious,Free,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,Optimistic,Peaceful,Lonely,Vulnerable,Disappointed,Frustrated,Anxious,Threatened,What were the priorities in your life *before* COVID-19?,What were the priorities in your life *during* COVID-19?,What is your main source of income?,Bored,Stressed,Free,Proud,Optimistic,Lonely,Disappointed,Frustrated,Anxious,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free,Aggresive,Frustrated,Disappointed,Vulnerable,Lonely,Optimistic,enthusiastic,stressed,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,Other,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?,utm_source,Start Date (UTC),Submit Date (UTC),Network ID
6v4wbkboe4o6f1h6ncjy6v4wbsxk5xqg,Work,,,,Roommates,,,1,,,,,,,Disappointed,Frustrated,,Monthly,Monthly,,Stressed,,,,Lonely,,Disappointed,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,Disappointed,,,,,,"Yes, in 2020",,,,,Peaceful,,Vulnerable,,Frustrated,,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"Yes, due to smartworking",Career prospects," 1"," 1"," 1"," 1"," 1",2,2,2,6,Information Technology,,Female,,20-24,I'm from New York State,Black or African American,Lonely,,2022-06-21 16:59:05,2022-06-21 17:02:38,57606fe08b
4it6e3en5qk7aar4it3p2d1ubx1uvkc3,Work,Family,,,,,,1,,,,,,Lonely,,,Threatened,Monthly,Monthly,Bored,,,,,,Vulnerable,Disappointed,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,Threatened,,,,,"Yes, in 2021",,Stressed,,,,,,Frustrated,,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn’t change",," 1",2,2,2," 1"," 1"," 1"," 1",7,Food & Consumer Goods,,Female,,24-30,I'm from New York State,White,Frustrated,,2022-06-21 16:55:04,2022-06-21 16:57:06,57606fe08b
7ef968fkr4vhob7elybzz08uvtxoh6uu,Work,,,Pets,,,,,,,,,,Lonely,,,Threatened,Weekly,Monthly,,,,,,,Vulnerable,,Anxious,1,1,1,1,1,1,1,2,2,2,2,2,,,,Vulnerable,,,Threatened,Anxious,,,,"Yes, in 2021",,,,,,Vulnerable,,Frustrated,,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Unemployed,0,,,,,,,,,,"Yes, I was fired",Other / I prefer not to answer," 1"," 1"," 1"," 1",2,2,2,2,7,Food & Consumer Goods,,Female,,50-60,I'm from New York State,Black or African American,Frustrated,,2022-06-21 16:52:49,2022-06-21 16:54:59,57606fe08b
d5hz7fuhy3c2kbmd9ttd5hz7fub9j6rv,Study,,Friends,,,,,6,,,,,Peaceful,,,,,Weekly,Monthly,,,,,,,Vulnerable,,Anxious,1,1,1,1,1,1,2,1,1,2,2,2,,,,Vulnerable,Disappointed,,,,,,,,"Yes, in 2022",Stressed,,,,,,,Anxious,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality",Scholarship,Bored,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",6,,Built Environment and Design,Male,,24-30,I'm from New York State,White,Stressed,,2022-06-21 16:50:48,2022-06-21 16:52:43,57606fe08b
ixh2jnjv3pjwixh2m929vf47mkcus9nn,Work,Family,,,,,,3,,Stressed,,,,,,Frustrated,,Weekly,Monthly,,,,,Peaceful,,,Disappointed,,1,1,1,1,1,1,1,2,2,2,2,1,,,,Vulnerable,Disappointed,,,,,,"Yes, in 2020",,,,,Peaceful,Lonely,,,,,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,,,,,,,,"Yes, I had a reduction in working hours and/or wage",Financial reasons," 1",2,2," 1"," 1"," 1"," 1"," 1",7,Financials,,Female,,30-40,I'm from New York State,White,Frustrated,,2022-06-21 16:40:41,2022-06-21 16:48:46,57606fe08b
vavdk41gngscb7njvavdui9lorauu7t9,Both,,Friends,,,,,2,,,,,,,Disappointed,,Threatened,Monthly,Every 3 months,,,,,,,,Disappointed,,1,1,1,1,1,1,1,2,2,2,2,1,,,Indifferent,,,,,,,,"Yes, in 2020",,,,,,Lonely,,,,,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality",Job,,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,," 1"," 1"," 1"," 1"," 1",3,3," 1",7,,Medical and Health Sciences,Female,,24-30,I'm from New York State,Hispanic / Latino,Frustrated,,2022-06-21 16:41:29,2022-06-21 16:46:53,57606fe08b
chjww19bv2ocmddu60wggychjww1xlyl,Both,Family,,,,,,3,,Stressed,,,,,,Frustrated,,Monthly,Monthly,,,,,,,,Disappointed,,1,1,1,1,1,1,1,2,2,1,1,1,,,,Vulnerable,,,,,,,"Yes, in 2020",,,,,,,,,,,Threatened,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality",Family,,,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",5,,Agricultural and Veterinary Sciences,Female,,20-24,I'm from New York State,Hispanic / Latino,Frustrated,,2022-06-21 16:42:18,2022-06-21 16:44:58,57606fe08b
hen67w2w3rxvwrl9486hen67w01w4pc0,Both,Family,,,,,,3,,Stressed,,,,,,Frustrated,,Monthly,Monthly,,,,,,,,Disappointed,,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,,Threatened,,,,,"Yes, in 2021",,,,,,,Disappointed,,,,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality",Job,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",6,,Physical Sciences,Female,,24-30,I'm from New York State,Asian,Disappointed,,2022-06-21 16:41:34,2022-06-21 16:43:50,57606fe08b
092jjomhbcwh4nrm2b092yjlpr3r7h16,Work,Family,,,,,,3,,,,,,,,,Threatened,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,1,1,1,1,1,2,2,2,1,1,,,,Vulnerable,,,Threatened,,,,,"Yes, in 2021",,,,,,Vulnerable,Disappointed,,,,"Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality","Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,Business owner,1,,,,,,,,,,"Yes, my company went out of business",Career prospects," 1",2,2," 1"," 1",2,2," 1",7,Consumer Services & Retail,,Male,,40-50,I'm from New York State,Black or African American,Frustrated,,2022-06-21 16:37:42,2022-06-21 16:40:30,57606fe08b
jedql7vqcfyjw5im9jedql7v6h31dbba,Work,,,Pets,,,,,,,,,,,,Frustrated,,Weekly,Monthly,,Stressed,,,,,Vulnerable,,,1,1,1,1,1,1,1,2,2,2,1,1,,,,Vulnerable,,,Threatened,,,,,"Yes, in 2021",,,,,,,,,,Threatened,"Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality","Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn’t change",," 1",2,2," 1"," 1",2,2,2,5,Materials Extraction & Refinement,,Male,,30-40,I'm from New York State,White,Vulnerable,,2022-06-21 16:33:09,2022-06-21 16:37:26,57606fe08b
kajwq6u07s3wr5jviukajwq6q72k9p2x,Both,,,,Roommates,,,4,,Stressed,,,,,,Frustrated,,Weekly,Monthly,,,,,,,Vulnerable,Disappointed,,1,1,1,1,1,1,2,2,2,2,2,2,,,,Vulnerable,,,Threatened,,,,"Yes, in 2020","Yes, in 2021",,,,,Lonely,,,Frustrated,,,"Physical health,Career & Finances,Family,Mental health,Relationships,Spirituality","Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality",Job,,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,," 1"," 1"," 1"," 1"," 1",2,2," 1",6,,Engineering and Technology,Male,,20-24,I'm from New York State,White,Frustrated,nywhatsapp,2022-06-21 16:28:04,2022-06-21 16:29:56,57606fe08b
jsv68hdgdc3u22ows44jsv68hnqprzep,Work,,,,,Alone,,,,,,,,,,,,Monthly,Monthly,,Stressed,,,,,Vulnerable,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,,,,,"Yes, in 2020",,,,,,,,,Frustrated,,,"Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family","Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn’t change",," 1"," 1"," 1"," 1",2,2,2,2,6,Utilities,,Female,,30-40,I'm from New York State,White,Stressed,nywhatsapp,2022-06-21 16:17:37,2022-06-21 16:25:09,57606fe08b
mjpthy5p5t3a2mjptmhapsqkz38g01io,Work,,,Pets,,,,,,,,,,,,Frustrated,,Weekly,Every 3 months,,,,,,,Vulnerable,Disappointed,,1,1,1,1,1,1,1,2,2,1,1,1,,,,Vulnerable,,,,,,,"Yes, in 2020",,,Stressed,,,,Vulnerable,,,,,"Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality","Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn’t change",," 1"," 1"," 1"," 1"," 1",2,2,2,5,Food & Consumer Goods,,Female,,30-40,I'm from New York State,Black or African American,Vulnerable,nywhatsapp,2022-06-21 16:11:46,2022-06-21 16:13:44,57606fe08b
unvtit2t6c708xesj3yunvwsx7jfbyb1,Both,Family,,,,,,7,Bored,,,,Peaceful,,,,,Every 3 months,Monthly,,,,,,Lonely,Vulnerable,,,4,3,4,4,3,5,3,4,4,3,3,3,Proud,,,,,,,,,,,"Yes, in 2021",,,,,Lonely,,Disappointed,,,,"Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family","Spirituality,Physical health,Mental health,Relationships,Career & Finances,Family",Scholarship,,,,,,,,,Anxious,Yes because I dropped out university,,,,Low grades,,,,,,,,,,,,,,,,,,2,3,4,5,5,4,3,2,3,,Physical Sciences,Female,,24-30,I'm from somewhere else in the US,Black or African American,Stressed,,2022-06-21 07:20:37,2022-06-21 07:21:54,15f3f8bc43
k04o2318gq43uk04ocvr3h4uufrjlnpp,Study,,,,Roommates,,,6,,,,,Peaceful,,Disappointed,,,Weekly,Monthly,,Stressed,,Hopeful,,Lonely,,,,3,3,3,3,3,3,3,3,3,3,3,3,,Optimistic,,,,,Threatened,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,"Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family","Physical health,Spirituality,Mental health,Relationships,Career & Finances,Family",Job,,,,,,,,Frustrated,,Yes because I dropped out university,,,Family / Friends / Advisors Influence,Low grades,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,6,,Engineering and Technology,Male,,20-24,I'm from New York State,White,Vulnerable,nywhatsapp,2022-06-21 06:04:56,2022-06-21 06:11:31,15f3f8bc43
jp4ok3lvubotgblnw2b4qb8jp4okhvoo,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Monthly,Daily,Bored,,,,,,,Disappointed,,5,5,5,5,5,5,5,3,3,5,3,3,,,,Vulnerable,,,,,,,,,"Yes, in 2022",,,,Lonely,,,,,,"Career & Finances,Relationships,Spirituality,Family,Physical health,Mental health","Physical health,Family,Mental health,Career & Finances,Relationships,Spirituality",Family,,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5," 1"," 1",5,5,3,4,9,,Information and Computing Sciences,Female,,20-24,I come from abroad,Asian,Stressed,nywhatsapp,2022-06-21 03:39:29,2022-06-21 03:48:53,7a9f5f0a4b
gx2vu1x4kf0ytpe9xgx2vul27xbucw3y,Both,,Friends,,,,,4,Bored,,Free,,Peaceful,,,,,Weekly,Daily,,,,,,Lonely,,,,5,5,2,5,4,3,5,5,1,5,3,4,,,,,Disappointed,Hostile,,Anxious,,,"Yes, in 2020",,,,,,Lonely,,,Frustrated,Anxious,,"Relationships,Family,Mental health,Career & Finances,Physical health,Spirituality","Relationships,Career & Finances,Family,Physical health,Mental health,Spirituality",Job,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,5,5,4,5,4,,Studies in Human Society,Female,,20-24,I'm from somewhere else in the US,Hispanic / Latino,Frustrated,,2022-06-20 15:03:08,2022-06-20 15:08:57,9062789fd8
fsqg81rp12vppcix8fsqg81g800ly2j9,Work,Family,,,,,,2,Bored,,,Optimistic,Peaceful,,,,,Monthly,Weekly,,,Excited,Hopeful,,,,,Anxious,5,5,5,5,5,4,4,3,4,5,4,3,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,"Career & Finances,Mental health,Physical health,Relationships,Family,Spirituality","Career & Finances,Mental health,Physical health,Relationships,Family,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn’t change",,4,2,3," 1",5,2,3," 1",5,Education,,Male,,40-50,I'm from New York State,Asian,Frustrated,,2022-06-20 13:26:42,2022-06-20 13:31:53,0ee52f0adc
awewnukrazrda8u8lawewnu595e32xwt,Work,,,Pets,,,,,,Stressed,,,,Lonely,,,,Weekly,Every 3 months,,Stressed,,,,,,Disappointed,,1,1,1,1,1,1,1,2,2,2,1,1,,,,Vulnerable,,,,Anxious,,,,"Yes, in 2021",,,,,,,Disappointed,,,Threatened,"Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality","Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn’t change",," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",7,Health Care,,Female,,24-30,I'm from New York State,Black or African American,Frustrated,nywhatsapp,2022-06-19 20:13:11,2022-06-19 20:15:08,57606fe08b
f0izn7948yfoo4fjst7rf0izbk2vy467,Both,,,Pets,,,,,,,,,,,,,Threatened,Weekly,Monthly,,,,,,,,Disappointed,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,Threatened,,,No,,,,,,,,,,,,,"Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality","Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality",Job,,,,,,,Disappointed,,Anxious,No,,,,,,,,,,,,,,,,,,,,,," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",6,,Mathematical Sciences,Male,,20-24,I'm from New York State,White,Stressed,nywhatsapp,2022-06-19 20:10:07,2022-06-19 20:12:21,57606fe08b
rt8zw4e00ix45keckgrrt8zwxznuj344,Work,,,,,Alone,,,,,,,,,,,,Weekly,Monthly,,,,,,,Vulnerable,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,Threatened,,,,"Yes, in 2020",,,,,,Lonely,,,,,Threatened,"Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality","Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn’t change",," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",5,Information Technology,,Female,,20-24,I'm from New York State,Asian,Frustrated,nywhatsapp,2022-06-19 20:07:41,2022-06-19 20:09:58,57606fe08b
y1nh3teu1crb8s5qtrrjy1nhqtsclwhk,Work,,,,Roommates,,,1,,,,Optimistic,Peaceful,,,,,Weekly,Weekly,Bored,,,Hopeful,Peaceful,,,,,5,2,4,4,5,5,5,2,5,5,5,5,,,,Vulnerable,Disappointed,,Threatened,,,No,,,,,,,,,,,,,"Spirituality,Career & Finances,Relationships,Family,Mental health,Physical health","Career & Finances,Relationships,Family,Spirituality,Mental health,Physical health",,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,,,,,,"No, it didn’t change",,5,5,2," 1",4,4,4,3,9,Information Technology,,Female,,24-30,I come from abroad,Asian,Distant,nymail,2022-06-19 00:49:38,2022-06-19 00:55:14,2f237ead7b
t2bxa4h49xzywakwhcvt2bxa4j05jj9w,Study,Family,,,,,,2,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,,Stressed,,,,,,Disappointed,Anxious,5,2,4,1,4,2,5,2,3,2,4,2,,,,,,,,,Free,No,,,,,,,,,,,,,"Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality","Family,Physical health,Career & Finances,Mental health,Relationships,Spirituality",Family,,Stressed,,,,Lonely,,,,Yes because I changed my field of study,,,,,,Economic Difficulties,,,,,,,,,,,,,,,,4,2,2,2,5,3,3,3,6,,Mathematical Sciences,Female,,24-30,I'm from somewhere else in the US,Asian,Disappointed,nywhatsapp,2022-06-18 20:32:30,2022-06-18 20:37:53,43f5452e68
6584lvc20k7yw1a6584lvrhyr6efel75,Work,Family,,,,,,3,,,,Optimistic,,,,,,Daily,Daily,,,,,,,,,Anxious,5,4,5,3,4,4,5,4,5,3,5,4,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,"Spirituality,Family,Career & Finances,Physical health,Mental health,Relationships","Spirituality,Career & Finances,Family,Physical health,Relationships,Mental health",,,,,,,,,,,,,,,,,,,,Permanent employed,0,,,,,,,,,,"Yes, due to smartworking",I wanted to work remotely,2," 1"," 1"," 1",4," 1"," 1"," 1",5,Education,,Female,,40-50,I'm from New York State,Other / I prefer not to answer,Anxious,nywhatsapp,2022-06-17 19:31:17,2022-06-17 19:43:06,c7ab62779c
fj6xtl7av8uq1k0eauw1fj6xtl7pk5d2,Work,,,Pets,Roommates,,,,,Stressed,,,,,,Frustrated,Threatened,Weekly,Daily,,,,Hopeful,,,Vulnerable,Disappointed,,4,4,3,2,4,4,4,4,3,2,4,4,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,"Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family","Career & Finances,Relationships,Physical health,Mental health,Family,Spirituality",,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,,,,,,,,Other / I prefer not to answer,,4,3,3,2,4,4,4,4,7,Education,,Male,,24-30,I'm from somewhere else in the US,Asian,Frustrated,nywhatsapp,2022-06-17 18:34:39,2022-06-17 18:38:28,90042f03b4
ap33vkb6c4qcv4zptdbiycap33vkbpt5,Study,Family,,,,,,3,Bored,,Free,,Peaceful,,,,,Weekly,Weekly,,,,,,,,Disappointed,Anxious,4,4,4,4,4,4,4,4,4,4,4,4,,,,,Disappointed,,Threatened,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,"Career & Finances,Relationships,Physical health,Family,Mental health,Spirituality","Career & Finances,Relationships,Physical health,Family,Mental health,Spirituality",Job,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,5,5,6,,Engineering and Technology,Female,,20-24,I come from abroad,Asian,Disappointed,,2022-06-17 05:10:19,2022-06-17 05:15:53,29dfcbd1d4
pdf6g290cwlwcc1rgpdf6bh0xm33ef90,Work,,,,,Alone,,,,,,,,,,,,Weekly,Monthly,Bored,,,,,Lonely,,Disappointed,,2,2,2,2,2,2,2,2,2,1,1,1,,,,Vulnerable,Disappointed,,,,,No,,,,,,,,,,,,,"Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality","Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"No, it didn’t change",," 1",2,2," 1",2,3,3,3,7,Food & Consumer Goods,,Male,,24-30,I'm from New York State,Hispanic / Latino,Frustrated,,2022-06-17 04:29:38,2022-06-17 04:32:02,57606fe08b
5mndi8jw72jexgx9w5mndihkj459gvyg,Work,,,,,Alone,,,,,,,,,,,,Weekly,Every 3 months,,Stressed,,,,Lonely,,Disappointed,,1,1,1,1,1,1,1,1,1,1,1,1,,,,Vulnerable,,,,,,No,,,,,,,,,,,,,"Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality","Physical health,Family,Career & Finances,Relationships,Mental health,Spirituality",,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,,,,,"Yes, I had a reduction in working hours and/or wage",Work environment," 1"," 1"," 1"," 1"," 1",2,2," 1",5,Consumer Services & Retail,,Female,,24-30,I'm from New York State,Black or African American,Frustrated,,2022-06-17 04:25:43,2022-06-17 04:28:46,57606fe08b
c1dugley97kvhtkc1dug5n8nj4mimohh,Work,Family,,,,,,2,,,,,,,,Frustrated,,Daily,Monthly,,,,Hopeful,,,,,,5,4,5,5,5,5,5,3,5,5,5,5,,,,,,,,Anxious,,No,,,,,,,,,,,,,"Family,Physical health,Mental health,Career & Finances,Spirituality,Relationships","Family,Physical health,Mental health,Spirituality,Career & Finances,Relationships",,,,,,,,,,,,,,,,,,,,Fixed term employed,0,,,,,,,,,,"No, it didn’t change",," 1"," 1"," 1"," 1",5,4,4,3,1,Real Estate,,Female,,24-30,I come from abroad,Asian,Stressed,nymail,2022-06-17 03:33:12,2022-06-17 03:37:08,80b9922605
sfybj1c6uwlid19njsfy2cxlg9e69dxe,Study,,Friends,,Roommates,,,2,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,,,,Hopeful,,,,,,1,2,1,1,1,1,3,3,3,3,3,3,,,,,,,,,Free,No,,,,,,,,,,,,,"Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family","Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family",Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,10,,Engineering and Technology,Male,,20-24,I'm from New York State,White,Free,nymail,2022-06-17 01:05:52,2022-06-17 01:09:56,04124c8234
43ckeiy7loeytfbc4nd43ckexh01x8ze,Study,,Friends,,,,,3,Bored,,,,,,,,,Daily,Daily,,,,,Peaceful,,,,,5,5,3,5,5,5,5,5,3,5,5,5,,Optimistic,,,,,,,,,"Yes, in 2020",,,,,,,,,,Anxious,,"Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality","Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality",Job,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,7,,Engineering and Technology,Female,,20-24,I come from abroad,Asian,Anxious,,2022-06-17 00:42:32,2022-06-17 00:47:01,a5875e560e
sd9otyas0jarxd89sd9oty8rxcilx6nq,Study,Family,,,,,,3,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,Bored,,,,,Lonely,,Disappointed,,5,4,5,5,5,5,5,4,5,5,5,5,,,,,Disappointed,,Threatened,,,,,"Yes, in 2021",,,,Peaceful,,,Disappointed,,,,"Mental health,Physical health,Family,Spirituality,Career & Finances,Relationships","Mental health,Physical health,Family,Career & Finances,Relationships,Spirituality",Job,,,Free,,,,,,Anxious,Yes because I changed my field of study,,Change in learning modes,,,,,,,,,,,,,,,,,,,,4,3," 1"," 1",4,3," 1",2,8,,Engineering and Technology,Female,,20-24,I come from abroad,Asian,Distant,nywhatsapp,2022-06-17 00:11:32,2022-06-17 00:17:57,4abc5efd42
9efhmlvbvlnezq55jfu25dh09efhmlvs,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,Excited,Hopeful,Peaceful,,,,,2,3,2,1,2,3,1,2,2,2,1,3,,,,,,,,,Free,,,"Yes, in 2021","Yes, in 2022",Stressed,,,,,,,,,"Career & Finances,Spirituality,Family,Relationships,Physical health,Mental health","Career & Finances,Spirituality,Family,Relationships,Physical health,Mental health",Family,,,Free,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,3,3,2,5,5,5,5,8,,Information and Computing Sciences,Male,,20-24,I come from abroad,Asian,Disappointed,nymail,2022-06-16 23:50:01,2022-06-17 00:17:36,b8489f55da
v72ep3fj5nlf6ig12hnv72e4y3fbthhs,Study,,,,Roommates,,,2,,Stressed,Free,,Peaceful,,,,,Daily,Daily,,,,,,,Vulnerable,,,1,2,1,1,1,1,1,2,1,1,1,1,,,,Vulnerable,,,,,,No,,,,,,,,,,,,,"Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family","Career & Finances,Physical health,Family,Relationships,Mental health,Spirituality",Family,,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,2," 1",2," 1",3,3,3," 1",7,,"Language, Communication and Culture",Female,,20-24,I come from abroad,Asian,Vulnerable,nywhatsapp,2022-06-17 00:10:59,2022-06-17 00:13:29,eea9a5ff22
6haqcr9zjntqlajsaf6haqglxsxwaww8,Neither,,,,Roommates,,,5,,,,Optimistic,Peaceful,,,,,Weekly,Daily,,Stressed,,,,,Vulnerable,Disappointed,,5,5,5,5,5,5,5,3,3,5,4,3,,,,Vulnerable,Disappointed,,Threatened,,,No,,,,,,,,,,,,,"Career & Finances,Family,Mental health,Relationships,Physical health,Spirituality","Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,5,4,4,2,8,Information Technology,,Male,,20-24,I come from abroad,Asian,Frustrated,nymail,2022-06-16 23:38:36,2022-06-16 23:47:56,0787426ae7
olguxazbeeskljz1ol1nlq8dqi4ccoea,Study,Family,,,,,,2,,,,,,,,Frustrated,,Daily,Daily,Bored,,,,,Lonely,,,,5,3,5,5,5,5,4,2,4,5,4,5,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,"Physical health,Career & Finances,Family,Mental health,Relationships,Spirituality","Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality",Job,,Stressed,Free,,Optimistic,,,,,Yes because I changed my field of study,Change in personal interests,Change in learning modes,,,Better Career Prospects,Economic Difficulties,,,,,,,,,,,,,,,,5,5,3,2,5,5,2,5,4,,Engineering and Technology,Female,,20-24,I come from abroad,Asian,Anxious,nywhatsapp,2022-06-16 23:24:21,2022-06-16 23:30:50,5e7430e6a8
